id,postcode,latitude,longitude
1583,BB1 8BB,53.756068,-2.492578
1584,BB1 8BE,53.756641,-2.488884
1585,BB1 8BF,53.75463,-2.492637
1586,BB1 8BG,53.757686,-2.488304
1587,BB1 8BH,53.757186,-2.489694
1588,BB1 8BJ,53.756283,-2.488333
1589,BB1 8BL,53.755714,-2.488461
1590,BB1 8BN,53.755893,-2.48933
1591,BB1 8BQ,53.757474,-2.489439
1592,BB1 8BS,53.75572,-2.489919
1593,BB1 8BT,53.754842,-2.489045
1594,BB1 8BU,53.754319,-2.489463
1596,BB1 8BX,53.753938,-2.488245
1597,BB1 8BY,53.754476,-2.488616
1598,BB1 8BZ,53.751909,-2.487721
1601,BB1 8DD,53.751758,-2.487219
1602,BB1 8DF,53.759023,-2.495358
1603,BB1 8DG,53.758795,-2.496068
1604,BB1 8DH,53.761003,-2.490299
1605,BB1 8DJ,53.76019,-2.491215
1606,BB1 8DL,53.759187,-2.492644
1607,BB1 8DN,53.758381,-2.491846
1608,BB1 8DP,53.758745,-2.49088
1609,BB1 8DQ,53.7603,-2.493052
1610,BB1 8DR,53.759853,-2.490074
1611,BB1 8DS,53.76105,-2.487615
1612,BB1 8DT,53.759263,-2.488945
1613,BB1 8DU,53.759459,-2.487566
1614,BB1 8DW,53.758479,-2.489237
1615,BB1 8DX,53.760106,-2.486935
1616,BB1 8DY,53.759096,-2.488594
1617,BB1 8DZ,53.757865,-2.487743
1618,BB1 8EA,53.756285,-2.487833
1619,BB1 8EB,53.758713,-2.489863
1620,BB1 8ED,53.756091,-2.486921
1621,BB1 8EG,53.757708,-2.484998
1622,BB1 8EJ,53.757333,-2.486601
1623,BB1 8EL,53.758384,-2.486735
1624,BB1 8EN,53.757657,-2.486575
1625,ZE2 9PB,60.225522,-1.57386
1626,ZE2 9PD,60.220492,-1.605311
1627,ZE2 9PE,60.241018,-1.646999
1628,ZE2 9PF,60.225267,-1.558967
1629,ZE2 9PG,60.22542,-1.570251
1630,ZE2 9PH,60.2352,-1.56514
1631,ZE2 9PJ,60.24222,-1.556446
1632,ZE2 9PL,60.2994,-1.64798
1633,ZE2 9PN,60.133665,-2.054491
1634,ZE2 9PP,60.272247,-1.170839
1635,ZE2 9PQ,60.22783,-1.568378
1636,ZE2 9PR,60.319,-1.134905
1637,ZE2 9PS,60.265286,-1.143561
1638,ZE2 9PT,60.36632,-1.261703
1639,ZE2 9PU,60.35751,-1.261999
1640,ZE2 9PW,60.326347,-1.680499
1641,ZE2 9PX,60.348653,-1.268896
1642,ZE2 9PY,60.340366,-1.334115
1643,ZE2 9PZ,60.401657,-1.222197
1644,ZE2 9QA,60.365176,-1.129322
1645,ZE2 9QB,60.372531,-1.130314
1646,ZE2 9QD,60.35466,-1.166457
1647,ZE2 9QE,60.377536,-1.162235
1648,ZE2 9QF,60.406118,-1.11733
1649,ZE2 9QG,60.394765,-1.359448
1650,ZE2 9QH,60.388247,-1.350197
1651,ZE2 9QJ,60.386098,-1.345301
1652,ZE2 9QL,60.37177,-1.349613
1653,ZE2 9QN,60.386559,-1.374008
1654,ZE2 9QP,60.420582,-1.317624
1655,ZE2 9QQ,60.390248,-1.348143
1656,ZE2 9QR,60.442838,-1.258244
1657,ZE2 9QS,60.369698,-1.326483
1658,ZE2 9QT,60.470556,-1.210638
1659,ZE2 9QU,60.379267,-1.34644
1660,ZE2 9QW,60.363814,-1.383875
1661,ZE2 9QX,60.232395,-1.567018
1662,ZE2 9QY,60.388845,-1.3477
1663,ZE2 9QZ,60.35886,-1.262512
1664,ZE2 9RA,60.460155,-1.180218
1665,ZE2 9RB,60.458371,-1.184294
1666,ZE2 9RD,60.436538,-1.358372
1667,ZE2 9RE,60.410569,-1.390271
1668,ZE2 9RF,60.459445,-1.377901
1669,ZE2 9RG,60.474093,-1.435281
1670,ZE2 9RH,60.490155,-1.452254
1671,ZE2 9RJ,60.487736,-1.449146
1672,ZE2 9RL,60.50983,-1.465524
1673,ZE2 9RN,60.436452,-1.363007
1674,ZE2 9RP,60.486712,-1.496892
1675,ZE2 9RQ,60.442908,-1.445453
1676,ZE2 9RS,60.494901,-1.567947
1677,ZE2 9RT,60.50144,-1.349061
1678,ZE2 9RU,60.482335,-1.367202
1679,ZE2 9RW,60.478444,-1.482284
1680,ZE2 9RX,60.523858,-1.376994
1681,ZE2 9RY,60.58715,-1.331897
1682,ZE2 9RZ,60.546541,-1.332879
1683,ZE2 9SA,60.507577,-1.334573
1684,ZE2 9SB,60.179142,-1.236639
1685,ZE2 9SD,60.183627,-1.23109
1686,ZE2 9SE,60.189941,-1.225462
1687,ZE2 9SF,60.200242,-1.203995
1688,ZE2 9SG,60.202691,-1.222021
1689,ZE2 9SH,60.18505,-1.239584
1690,ZE2 9SJ,60.39851,-1.34669
1691,ZE2 9SL,60.392175,-1.351117
1692,ZE2 9SN,60.399227,-1.351317
1693,ZE2 9SP,60.399038,-1.349306
1694,ZE2 9SQ,60.234226,-1.225229
1695,ZE2 9SR,60.398298,-1.349144
1696,ZE2 9SS,60.398043,-1.348532
1697,ZE2 9ST,60.398195,-1.350198
1698,ZE2 9SU,60.397712,-1.350535
1699,ZE2 9SW,60.399865,-1.350093
1700,ZE2 9SX,60.397578,-1.351894
1701,ZE2 9SY,60.397606,-1.352823
1702,ZE2 9SZ,60.398756,-1.352233
1703,ZE2 9TA,60.763909,-0.86226
1704,ZE2 9TD,60.45657,-1.185725
1705,ZE2 9TE,60.44681,-1.200636
1706,ZE2 9TF,60.44975,-1.192276
1707,ZE2 9TG,60.460807,-1.180323
1708,ZE2 9TH,60.459587,-1.17985
1709,ZE2 9TL,60.448107,-1.194547
1710,ZE2 9TN,60.797406,-0.819162
1711,ZE2 9TP,60.798772,-0.817366
1712,ZE2 9TQ,60.460141,-1.180909
1713,ZE2 9TR,60.18128,-1.225813
1714,ZE2 9TS,60.351012,-1.01539
1715,ZE2 9TT,60.393211,-1.363035
1716,ZE2 9TU,60.457493,-1.274058
1717,ZE2 9TW,60.768833,-0.834087
1718,ZE2 9TX,60.138575,-1.201686
1719,ZE2 9TY,60.394418,-1.348949
1720,ZE2 9TZ,60.390716,-1.372241
1721,ZE2 9UA,60.394026,-1.366339
1722,ZE2 9UB,60.370441,-1.133987
1723,ZE2 9UP,60.438213,-1.271086
1724,ZE2 9UR,60.446059,-1.277544
1726,ZE1 9SA,60.154437,-1.146229
1727,ZE1 9SB,60.154437,-1.146229
1728,ZE1 9SD,60.154437,-1.146229
1729,ZE1 9SE,60.154457,-1.146416
1730,ZE1 9SF,60.154437,-1.146229
1731,ZE1 9SG,60.154437,-1.146229
1732,ZE1 9SH,60.154437,-1.146229
1733,ZE1 9SJ,60.154437,-1.146229
1734,ZE1 9SL,60.154437,-1.146229
1735,ZE1 9SN,60.154437,-1.146229
1736,ZE1 9SP,60.154437,-1.146229
1737,ZE1 9SQ,60.154437,-1.146229
1738,ZE1 9SR,60.154437,-1.146229
1739,ZE1 9SS,60.154437,-1.146229
1740,ZE1 9ST,60.154437,-1.146229
1741,ZE1 9SU,60.154437,-1.146229
1742,ZE1 9SW,60.154437,-1.146229
1743,ZE1 9SX,60.154437,-1.146229
1744,ZE1 9SY,60.154437,-1.146229
1745,ZE1 9SZ,60.154437,-1.146229
1746,ZE1 9TA,60.154437,-1.146229
1747,ZE1 9TB,60.154437,-1.146229
1748,ZE2 9AA,60.340011,-1.022461
1749,ZE2 9AB,60.34127,-1.018818
1750,ZE2 9AD,60.344683,-1.019205
1751,ZE2 9AE,60.351855,-1.016543
1752,ZE2 9AF,60.349757,-1.017701
1753,ZE2 9AG,60.334504,-1.017018
1754,ZE2 9AH,60.341632,-0.985926
1755,ZE2 9AJ,60.357356,-0.953665
1756,ZE2 9AL,60.361378,-0.999858
1757,ZE2 9AN,60.372109,-0.96982
1758,ZE2 9AP,60.360853,-0.999704
1759,ZE2 9AQ,60.341541,-1.009625
1760,ZE2 9AR,60.423648,-0.751412
1761,ZE2 9AS,60.423,-0.76349
1762,ZE2 9AT,60.421954,-0.759207
1763,ZE2 9AU,60.535586,-1.050482
1764,ZE2 9AW,60.376386,-0.931951
1765,ZE2 9AX,60.561458,-1.028403
1766,ZE2 9AY,60.498839,-1.05451
1767,ZE2 9AZ,60.495546,-1.055201
1768,ZE2 9BA,60.500688,-1.083087
1769,ZE2 9BD,60.501711,-1.156718
1770,ZE2 9BE,60.489111,-1.129188
1771,ZE2 9BG,60.525285,-1.1697
1772,ZE2 9BH,60.577577,-1.178959
1773,ZE2 9BJ,60.597575,-1.075944
1774,ZE2 9BL,60.618025,-1.144277
1775,ZE2 9BN,60.601359,-1.068406
1776,ZE2 9BP,60.597682,-1.060332
1777,ZE2 9BQ,60.340833,-1.013396
1778,ZE2 9BS,60.59612,-1.061345
1779,ZE2 9BT,60.59654,-1.057422
1780,ZE2 9BU,60.585341,-1.022137
1781,ZE2 9BW,60.597473,-1.059897
1782,ZE2 9BX,60.601003,-1.068964
1783,ZE2 9BZ,60.716343,-1.016038
1784,ZE2 9DA,60.610317,-1.060294
1785,ZE2 9DB,60.629684,-1.04527
1786,ZE2 9DD,60.713451,-1.023234
1787,ZE2 9DE,60.715422,-1.017716
1788,ZE2 9DF,60.667686,-1.006159
1789,ZE2 9DG,60.660574,-1.048018
1790,ZE2 9DH,60.146016,-1.112376
1791,ZE2 9DJ,60.593566,-0.856783
1792,ZE2 9DL,60.687265,-0.896571
1793,ZE2 9DN,60.685638,-0.904116
1794,ZE2 9DP,60.757344,-0.860819
1795,ZE2 9DQ,60.667015,-1.058694
1796,ZE2 9UT,60.752039,-0.860915
1797,ZE2 9XA,60.260155,-1.162688
1798,ZE2 9XB,60.230726,-1.564513
1799,ZE2 9XF,60.358003,-1.260175
1800,ZE2 9XG,60.585804,-1.337437
1801,ZE2 9XH,60.181837,-1.230501
1802,ZE2 9XJ,60.188429,-1.246412
1803,ZE2 9XL,60.762069,-0.869813
1804,ZE2 9XN,60.106629,-1.337116
1805,ZE2 9XP,60.478102,-1.480599
1806,ZE2 9XQ,60.359423,-1.27013
1807,ZE2 9XS,60.393034,-1.348174
1808,ZE2 9XT,60.194484,-1.221809
1809,ZE2 9XU,60.108186,-1.33784
1810,ZE2 9XW,60.107589,-1.3372
1813,ZE3 9JJ,59.88705,-1.307633
1814,ZE3 9JL,59.886418,-1.306914
1815,ZE3 9JN,59.867707,-1.280678
1816,ZE3 9JP,59.876789,-1.296811
1817,ZE3 9JR,59.891785,-1.311573
1818,ZE3 9JS,59.890606,-1.294193
1819,ZE3 9JT,59.872615,-1.306772
1820,ZE3 9JU,59.889544,-1.307206
1821,ZE3 9JW,59.873651,-1.305697
1822,ZE3 9JX,59.875286,-1.307502
1823,ZE3 9JY,59.891572,-1.313847
1824,ZE3 9JZ,59.892392,-1.310899
1825,ZE2 9DR,60.758707,-0.857581
1826,ZE2 9DS,60.762822,-0.838783
1827,ZE2 9DT,60.751378,-0.850866
1828,ZE2 9DU,60.763142,-0.862801
1829,ZE2 9DW,60.716068,-0.925087
1830,ZE2 9DX,60.756087,-0.885379
1831,ZE2 9DY,60.75868,-0.881017
1832,ZE2 9DZ,60.766612,-0.894563
1833,ZE2 9EA,60.758007,-0.861882
1834,ZE2 9EB,60.758788,-0.863983
1835,ZE2 9ED,60.790166,-0.832214
1836,ZE2 9EE,60.787745,-0.831715
1837,ZE2 9EF,60.799322,-0.813505
1838,ZE2 9EG,60.001543,-1.233758
1839,ZE2 9EH,60.6848,-0.90376
1840,ZE2 9EJ,60.798716,-0.815035
1841,ZE2 9EL,60.155784,-1.116111
1842,ZE2 9EN,60.154495,-1.115407
1843,ZE2 9EP,60.172606,-1.107587
1844,ZE2 9EQ,60.800694,-0.869518
1845,ZE2 9ER,60.139813,-1.113792
1846,ZE2 9ES,60.148227,-1.092638
1847,ZE2 9ET,60.143912,-1.111809
1848,ZE2 9EU,60.144182,-1.110588
1849,ZE2 9EW,60.169264,-1.13824
1850,ZE2 9EX,60.115647,-1.211499
1851,ZE2 9EY,60.098492,-1.227481
1852,ZE2 9EZ,60.097962,-1.258908
1853,ZE2 9FA,60.611382,-1.059897
1854,ZE2 9FD,60.128364,-1.211915
1855,ZE2 9FE,60.128264,-1.210207
1856,ZE2 9FG,60.128399,-1.208818
1857,ZE2 9GA,59.976039,-1.32027
1858,ZE2 9GB,59.916432,-1.314765
1859,ZE2 9GD,60.122769,-1.213253
1860,ZE2 9GE,60.123911,-1.216502
1861,ZE2 9GF,60.125198,-1.215482
1862,ZE2 9GG,60.000989,-1.232821
1864,ZE2 9GJ,60.208652,-1.294176
1865,ZE2 9GL,60.217943,-1.293778
1866,ZE2 9HA,60.070623,-1.22036
1867,ZE2 9HB,60.047987,-1.228194
1868,ZE2 9HD,60.053357,-1.226668
1869,ZE2 9HE,60.052968,-1.227647
1870,ZE2 9HF,60.038175,-1.227191
1871,ZE2 9HG,60.052516,-1.210508
1872,ZE2 9HH,59.998747,-1.245894
1873,ZE2 9HJ,60.001057,-1.247772
1874,ZE2 9HL,59.996854,-1.257375
1875,ZE2 9HN,60.004295,-1.237622
1876,ZE2 9HP,60.008041,-1.226703
1877,ZE2 9HQ,60.053988,-1.227138
1878,ZE2 9HR,59.998033,-1.254731
1879,ZE2 9HS,60.005058,-1.229947
1880,ZE2 9HT,60.000307,-1.232873
1881,ZE2 9HU,59.998982,-1.244377
1882,ZE2 9HW,59.997758,-1.229973
1883,ZE2 9HX,59.971917,-1.271469
1884,ZE2 9HY,59.993092,-1.276561
1885,ZE2 9HZ,60.006033,-1.229189
1886,ZE2 9JA,59.976159,-1.320985
1887,ZE2 9JB,59.91892,-1.30806
1888,ZE2 9JD,59.912507,-1.327385
1889,ZE2 9JE,59.939081,-1.327612
1890,ZE2 9JF,59.979913,-1.311113
1891,ZE2 9JG,59.918257,-1.293628
1892,ZE2 9JH,59.933577,-1.311978
1893,ZE2 9JJ,59.923256,-1.279226
1894,ZE2 9JL,60.00226,-1.231985
1895,ZE2 9JN,60.004787,-1.249911
1896,ZE2 9JP,60.044913,-1.22753
1897,ZE2 9JQ,59.932237,-1.282842
1898,ZE2 9JR,59.922276,-1.293986
1899,ZE2 9JS,60.044726,-1.226403
1900,ZE2 9JT,60.087152,-1.32629
1901,ZE2 9JU,59.520756,-1.639578
1902,ZE2 9JW,59.922472,-1.297094
1903,ZE2 9JX,60.127129,-1.211196
1904,ZE2 9JY,60.106233,-1.337016
1905,ZE2 9JZ,60.10704,-1.335021
1906,ZE2 9LA,60.104956,-1.334775
1907,ZE2 9LB,60.101612,-1.321885
1908,ZE2 9LD,60.082345,-1.33444
1909,ZE2 9LE,60.073531,-1.324627
1910,ZE2 9LF,60.104494,-1.330396
1911,ZE2 9LG,60.216166,-1.295602
1912,ZE2 9LH,60.246745,-1.263326
1913,ZE2 9LJ,60.19819,-1.280377
1914,ZE2 9LL,60.182385,-1.305259
1915,ZE2 9LN,60.238501,-1.306518
1916,ZE2 9LP,60.278574,-1.247089
1917,ZE2 9LQ,60.233399,-1.301119
1918,ZE2 9LR,60.230665,-1.303723
1919,ZE2 9LS,60.262483,-1.386846
1920,ZE2 9LT,60.242924,-1.352202
1921,ZE2 9LU,60.222508,-1.361593
1922,ZE2 9LW,60.260198,-1.288279
1923,ZE2 9LX,60.274595,-1.41825
1924,ZE2 9LY,60.252838,-1.441388
1925,ZE1 0HX,60.154738,-1.144103
1926,ZE1 0HY,60.15548,-1.143615
1927,ZE1 0JB,60.154825,-1.14637
1928,ZE1 0JD,60.154521,-1.145225
1929,ZE1 0JE,60.154876,-1.146037
1930,ZE1 0JF,60.139764,-1.186022
1933,ZE1 0JL,60.15479,-1.145182
1934,ZE1 0JN,60.155559,-1.14611
1935,ZE1 0JP,60.156447,-1.147301
1936,ZE1 0JS,60.15573,-1.147637
1937,ZE1 0JT,60.156552,-1.148444
1939,ZE1 0JX,60.155741,-1.15058
1940,ZE1 0JZ,60.144375,-1.179569
1941,ZE1 0LA,60.154431,-1.15093
1942,ZE1 0LB,60.152655,-1.151174
1943,ZE1 0LD,60.151673,-1.149327
1944,ZE1 0LE,60.15273,-1.15029
1945,ZE1 0LF,60.154243,-1.152239
1946,ZE1 0LJ,60.151426,-1.149862
1947,ZE1 0LL,60.155003,-1.143411
1948,ZE1 0LN,60.151171,-1.150679
1949,ZE1 0LP,60.145742,-1.178491
1950,ZE1 0LQ,60.157047,-1.145783
1951,ZE1 0LR,60.156038,-1.145132
1953,ZE1 0LU,60.152933,-1.142828
1954,ZE1 0LW,60.156538,-1.146145
1955,ZE1 0LX,60.157047,-1.145783
1956,ZE1 0LY,60.144613,-1.17155
1957,ZE1 0LZ,60.158917,-1.146149
1958,ZE1 0NA,60.16024,-1.180677
1959,ZE1 0ND,60.157868,-1.147725
1960,ZE1 0NE,60.162741,-1.168571
1961,ZE1 0NF,60.161827,-1.171747
1962,ZE1 0NG,60.162253,-1.169449
1963,ZE1 0NH,60.157938,-1.151658
1964,ZE1 0NJ,60.157262,-1.148415
1965,ZE1 0NL,60.157312,-1.150629
1966,ZE1 0NN,60.160767,-1.172952
1967,ZE1 0NP,60.157132,-1.153282
1968,ZE1 0NQ,60.157088,-1.155095
1969,ZE1 0NR,60.156939,-1.15555
1970,ZE1 0NS,60.156337,-1.154016
1971,ZE1 0NT,60.157603,-1.15692
1972,ZE1 0NU,60.159499,-1.174292
1973,ZE1 0NW,60.15322,-1.155267
1974,ZE1 0NX,60.158528,-1.158254
1975,ZE1 0NY,60.157933,-1.15364
1976,ZE1 0NZ,60.160453,-1.171638
1977,ZE1 0PA,60.157503,-1.158111
1978,ZE1 0PB,60.157669,-1.158863
1979,ZE1 0PD,60.155821,-1.159019
1980,ZE1 0PE,60.157625,-1.154994
1981,ZE1 0PF,60.164128,-1.16214
1982,ZE1 0PG,60.163483,-1.160967
1983,ZE1 0PH,60.159738,-1.157899
1984,ZE1 0PJ,60.153354,-1.159406
1985,ZE1 0PL,60.153011,-1.159199
1986,ZE1 0PN,60.158087,-1.159609
1987,ZE1 0PP,60.159113,-1.158556
1988,ZE1 0PQ,60.160496,-1.158474
1989,ZE1 0PR,60.16304,-1.161825
1990,ZE1 0PS,60.166964,-1.164717
1991,ZE1 0PT,60.170349,-1.168938
1992,ZE1 0PU,60.187721,-1.15292
1993,ZE1 0PW,60.164589,-1.16246
1994,ZE1 0PX,60.169353,-1.166141
1995,ZE1 0PY,60.176726,-1.157818
1996,ZE1 0PZ,60.170133,-1.173124
1997,ZE1 0QA,60.153551,-1.153572
1998,ZE1 0QB,60.152417,-1.153277
1999,ZE1 0QD,60.153072,-1.15745
2000,ZE1 0QE,60.162709,-1.164969
2001,ZE1 0QF,60.162583,-1.166323
2002,ZE1 0QG,60.161669,-1.166545
2003,ZE2 9LZ,60.255068,-1.463862
2004,ZE2 9NA,60.253562,-1.404213
2005,ZE2 9NB,60.283911,-1.379675
2006,ZE2 9ND,60.299337,-1.385661
2007,ZE2 9NE,60.300002,-1.357207
2008,ZE2 9NF,60.283878,-1.371038
2009,ZE2 9NG,60.237297,-1.398234
2010,ZE2 9NH,60.214729,-1.403509
2011,ZE2 9NJ,60.184069,-1.416414
2012,ZE2 9NL,60.17951,-1.466114
2013,ZE2 9NN,60.253066,-1.398837
2014,ZE2 9NP,60.244455,-1.520261
2015,ZE2 9NQ,60.21297,-1.38206
2016,ZE2 9NR,60.22664,-1.49272
2017,ZE2 9NS,60.236409,-1.456992
2018,ZE2 9NT,60.297141,-1.522384
2019,ZE2 9NU,59.995963,-1.242582
2020,ZE2 9NW,60.283203,-1.374299
2021,ZE2 9NX,60.233051,-1.30313
2022,ZE2 9NY,60.185865,-1.439334
2023,ZE2 9NZ,59.995937,-1.249167
2024,ZE2 9PA,60.205875,-1.59358
2025,ZE1 0QH,60.161327,-1.169328
2026,ZE1 0QJ,60.152305,-1.155398
2027,ZE1 0QN,60.152246,-1.15612
2028,ZE1 0QQ,60.152555,-1.158021
2029,ZE1 0QR,60.151396,-1.157961
2030,ZE1 0QS,60.150543,-1.157792
2031,ZE1 0QT,60.151634,-1.157234
2032,ZE1 0QW,60.162584,-1.162233
2033,ZE1 0QX,60.149777,-1.157462
2034,ZE1 0QY,60.1596,-1.180758
2035,ZE1 0QZ,60.150735,-1.151404
2036,ZE1 0RA,60.150869,-1.159657
2037,ZE1 0RB,60.151439,-1.153403
2038,ZE1 0RD,60.14804,-1.162484
2039,ZE1 0RE,60.146645,-1.16923
2040,ZE1 0RF,60.150378,-1.170198
2041,ZE1 0RG,60.148858,-1.16984
2042,ZE1 0RH,60.145796,-1.162667
2043,ZE1 0RJ,60.146071,-1.163561
2044,ZE1 0RL,60.143103,-1.165628
2045,ZE1 0RN,60.142087,-1.162509
2046,ZE1 0RP,60.149528,-1.170641
2047,ZE1 0RQ,60.142886,-1.17831
2048,ZE1 0RR,60.139565,-1.185764
2049,ZE1 0RS,60.14622,-1.164421
2050,ZE1 0RT,60.145056,-1.16493
2051,ZE1 0RU,60.145276,-1.165526
2052,ZE1 0RW,60.145747,-1.166252
2053,ZE1 0RX,60.146396,-1.166704
2054,ZE1 0RY,60.147035,-1.165474
2055,ZE1 0RZ,60.148096,-1.17004
2056,ZE1 0SA,60.144323,-1.166864
2057,ZE1 0SB,60.14548,-1.168107
2058,ZE1 0SD,60.143605,-1.169746
2059,ZE1 0SE,60.146947,-1.171527
2060,ZE1 0SF,60.145793,-1.175158
2061,ZE1 0SG,60.145527,-1.177027
2062,ZE1 0SH,60.143557,-1.176492
2063,ZE1 0SJ,60.143676,-1.175362
2064,ZE1 0SL,60.143156,-1.174664
2065,ZE1 0SN,60.1429,-1.173293
2066,ZE1 0SP,60.142508,-1.175384
2067,ZE1 0SQ,60.143456,-1.177575
2068,ZE1 0SR,60.143504,-1.182436
2069,ZE1 0SS,60.143715,-1.168691
2070,ZE1 0ST,60.14497,-1.17842
2071,ZE1 0SU,60.143723,-1.180071
2072,ZE1 0SW,60.158544,-1.146825
2073,ZE1 0SX,60.143534,-1.172873
2074,ZE1 0SY,60.150775,-1.169054
2075,ZE1 0SZ,60.142516,-1.167991
2076,ZE1 0TA,60.168604,-1.165648
2077,ZE1 0TB,60.151068,-1.155671
2078,ZE1 0TE,60.139746,-1.272552
2079,ZE1 0TF,60.139816,-1.272181
2081,ZE1 0TH,60.136523,-1.274333
2082,ZE1 0TJ,60.137628,-1.280844
2083,ZE1 0TL,60.139408,-1.274884
2084,ZE1 0TN,60.139886,-1.273413
2085,ZE1 0TP,60.137516,-1.273483
2086,ZE1 0TQ,60.135762,-1.274475
2087,ZE1 0TR,60.137613,-1.276506
2088,ZE1 0TS,60.137746,-1.274523
2089,ZE1 0TT,60.139681,-1.277163
2090,ZE1 0TU,60.137882,-1.278138
2091,ZE1 0TW,60.165928,-1.167031
2092,ZE1 0TX,60.138906,-1.27654
2094,ZE1 0UA,60.138394,-1.27815
2095,ZE1 0UB,60.139427,-1.278176
2096,ZE1 0UD,60.140082,-1.276541
2097,ZE1 0UE,60.138777,-1.277633
2098,ZE1 0UF,60.150801,-1.143394
2099,ZE1 0UG,60.139297,-1.264334
2100,ZE1 0UH,60.14088,-1.277983
2101,ZE1 0UJ,60.139376,-1.275369
2102,ZE1 0UL,60.146666,-1.273696
2103,ZE1 0UN,60.133297,-1.286969
2104,ZE1 0UP,60.141741,-1.271122
2105,ZE1 0UQ,60.158386,-1.262655
2106,ZE1 0UR,60.138617,-1.261559
2107,ZE1 0US,60.130119,-1.267445
2108,ZE1 0UT,60.13989,-1.279067
2109,ZE1 0UU,60.137641,-1.265343
2110,ZE1 0UW,60.133499,-1.287865
2111,ZE1 0UX,60.140346,-1.280371
2112,ZE1 0UY,60.13918,-1.27901
2113,ZE1 0UZ,60.140236,-1.265213
2115,ZE1 0WH,60.141057,-1.178859
2116,ZE1 0WJ,60.140687,-1.178509
2117,ZE1 0WL,60.140441,-1.179379
2118,ZE1 0WN,60.152426,-1.137895
2119,ZE1 0WP,60.157794,-1.150094
2120,ZE1 0WS,60.141088,-1.26505
2121,ZE1 0WW,60.153222,-1.141595
2122,ZE1 0WY,60.141527,-1.177767
2123,ZE1 0WZ,60.145524,-1.16226
2124,ZE1 0XA,60.138506,-1.280645
2125,YO8 9QP,53.770437,-1.160132
2126,YO8 9QQ,53.766711,-1.16587
2127,YO8 9QR,53.778028,-1.077686
2128,YO8 9QS,53.774245,-1.082341
2129,YO8 9QT,53.771525,-1.072397
2130,YO8 9QU,53.766073,-1.094059
2131,YO8 9QW,53.767603,-1.172781
2132,YO8 9QX,53.766641,-1.089541
2133,YO8 9QY,53.770235,-1.072911
2134,YO8 9QZ,53.766095,-1.089841
2135,YO8 9RA,53.77027,-1.095152
2136,YO8 9RB,53.769989,-1.094931
2137,YO8 9RD,53.76872,-1.097067
2138,YO8 9RE,53.769399,-1.095323
2139,YO8 9RF,53.770698,-1.072339
2140,YO8 9RG,53.759327,-1.158776
2141,YO8 9RH,53.765094,-1.092927
2142,YO8 9RJ,53.765074,-1.082066
2143,YO8 9RL,53.766818,-1.080905
2144,YO8 9RN,53.766595,-1.082306
2145,YO8 9RP,53.767961,-1.081222
2146,YO8 9RQ,53.773248,-1.125875
2147,YO8 9RR,53.767602,-1.081222
2148,YO8 9RS,53.769456,-1.0886
2149,YO8 9RT,53.7647,-1.094969
2150,YO8 9RU,53.771749,-1.090385
2151,YO8 9RX,53.77218,-1.089907
2152,YO8 9RY,53.772646,-1.090792
2153,YO8 9RZ,53.772471,-1.091433
2154,YO8 9SD,53.778278,-1.104738
2155,YO8 9SE,53.776904,-1.117043
2156,YO8 9SF,53.777888,-1.124884
2157,YO8 9SQ,53.768551,-1.085404
2158,YO8 9SR,53.76541,-1.095459
2159,YO8 9SS,53.76608,-1.096052
2160,YO8 9ST,53.766613,-1.095352
2161,YO8 9SU,53.767383,-1.083184
2162,YO8 9SW,53.768883,-1.084107
2163,YO8 9SX,53.766708,-1.084154
2164,YO8 9SY,53.767338,-1.084292
2165,YO8 9SZ,53.767416,-1.082773
2166,YO8 9TA,53.771416,-1.091046
2167,YO8 9TB,53.771588,-1.091133
2168,YO8 9TE,53.771237,-1.090702
2169,YO8 9TF,53.771023,-1.089052
2170,YO8 9TG,53.770914,-1.08998
2171,YO8 9TH,53.770785,-1.09138
2172,YO8 9TJ,53.770731,-1.091971
2173,YO8 9TP,53.771674,-1.089432
2174,YO8 9TY,53.779219,-1.073517
2179,YO8 9XB,53.772256,-1.072836
2180,YO8 9XD,53.771659,-1.073471
2181,YO8 9XE,53.770763,-1.075023
2182,YO8 9XF,53.77145,-1.075554
2183,YO8 9XG,53.771934,-1.074208
2184,YO8 9XH,53.770098,-1.075038
2185,YO8 9XJ,53.770095,-1.075827
2186,YO8 9XL,53.770477,-1.073998
2187,YO8 9XN,53.769873,-1.073799
2188,YO8 9XP,53.772109,-1.072308
2189,YO8 9YA,53.770419,-1.158828
2190,YO8 9YB,53.77,-1.159352
2191,YO8 9YD,53.769733,-1.171313
2192,YO8 9YE,53.769682,-1.170434
2193,YO8 9YF,53.767773,-1.167467
2195,YO90 1HX,53.958917,-1.088376
2196,YO90 1PP,53.958917,-1.088376
2197,YO90 1UT,53.958917,-1.088376
2198,YO90 1UU,53.958917,-1.088376
2200,YO90 1WB,53.96043,-1.092336
2201,YO90 1WR,53.959268,-1.087317
2205,YO90 1YB,53.96043,-1.092336
2210,ZE1 0XB,60.13768,-1.282268
2211,ZE1 0XD,60.137474,-1.283926
2212,ZE1 0XG,60.136686,-1.284447
2213,ZE1 0XH,60.138045,-1.280061
2214,ZE1 0XJ,60.137569,-1.28045
2215,ZE1 0XL,60.12289,-1.287058
2216,ZE1 0XN,60.150666,-1.292689
2218,ZE1 0YA,60.150729,-1.139337
2219,ZE1 0YB,60.148262,-1.135583
